Date,Home,Away,Nutral Site
2/20/2011,Purdue Boilermakers,Ohio State Buckeyes,
2/20/2011,Louisiana State Tigers,Florida Gators,
2/20/2011,Old Dominion Monarchs,Cleveland State Vikings,
2/20/2011,Lehigh Mountain Hawks,Lafayette College Leopards,
2/20/2011,Denver Pioneers,South Alabama Jaguars,
2/20/2011,Richmond Spiders,Saint Bonaventure Bonnies,
2/20/2011,Miami-Florida Hurricanes,Clemson Tigers,
2/20/2011,Temple Owls,Saint Josephs-Pennsylvania Hawks,
2/20/2011,Maryland Terrapins,North Carolina State Wolfpack,
2/20/2011,Northwestern Wildcats,Penn State Nittany Lions,
2/20/2011,Duke Blue Devils,Georgia Tech Yellow Jackets,
2/20/2011,California Golden Bears,UCLA Bruins,
2/21/2011,Villanova Wildcats,Syracuse Orange,
2/21/2011,Prairie View A&M Panthers,Arkansas-Pine Bluff Golden Lions,
2/21/2011,College of Charleston Cougars,Samford Bulldogs,
2/21/2011,Wisconsin-Green Bay Phoenix,Valparaiso Crusaders,
2/21/2011,Kansas Jayhawks,Oklahoma State Cowboys,
2/21/2011,Morgan State Bears,Maryland-Eastern Shore Hawks,
2/21/2011,Southern University A&M Jaguars,Alabama A&M Bulldogs,
2/22/2011,Ohio State Buckeyes,Illinois Fighting Illini,
2/22/2011,Wake Forest Demon Deacons,Virginia Tech Hokies,
2/22/2011,South Carolina Gamecocks,Mississippi Rebels,
2/22/2011,Xavier Musketeers,La Salle Explorers,
2/22/2011,New Hampshire Wildcats,Maine Black Bears,
2/22/2011,Illinois State Redbirds,Bradley Braves,
2/22/2011,Texas Longhorns,Iowa State Cyclones,
2/22/2011,Norther Iowa,Indiana State Sycamores,
2/22/2011,Vanderbilt Commodores,Tennessee Volunteers,
2/22/2011,Rutgers Scarlet Knights,Louisville Cardinals,
2/22/2011,Memphis Tigers,Houston Cougars,
2/22/2011,Minnesota Golden Gophers,Michigan State Spartans,
2/22/2011,Southern Illinois-Edwardsville Cougars,Tennessee Tech Golden Eagles,
2/22/2011,Seattle University Red Hawks,Washington Huskies,
2/22/2011,Utah Utes,Texas Christian Horned Frogs,
2/23/2011,Michigan Wolverines,Wisconsin Badgers,
2/23/2011,Duke Blue Devils,Temple Owls,
2/23/2011,Georgia Tech Yellow Jackets,Virginia Cavaliers,
2/23/2011,Marshall Thundering Herd,Tulsa Golden Hurricane,
2/23/2011,Saint Johns Red Storm,DePaul Blue Demons,
2/23/2011,Providence Friars,Notre Dame Fighting Irish,
2/23/2011,Massachusetts Minutemen,Saint Josephs-Pennsylvania Hawks,
2/23/2011,Lafayette College Leopards,Army Black Knights,
2/23/2011,Albany Great Danes,Maryland-Baltimore County Retrievers,
2/23/2011,Ohio Bobcats,Bowling Green State Falcons,
2/23/2011,Texas A&M Aggies,Oklahoma Sooners,
2/23/2011,Texas Tech Red Raiders,Colorado Buffaloes,
2/23/2011,Brigham Young Cougars,Colorado State Rams,
2/23/2011,Wichita State Shockers,Creighton Blue Jays,
2/23/2011,Arkansas Razorbacks,Kentucky Wildcats,
2/23/2011,Alabama Crimson Tide,Auburn Tigers,
2/23/2011,Drake Bulldogs,Evansville Aces,
2/23/2011,Southern Illinois Salukis,Missouri State Bears,
2/23/2011,Indiana Hoosiers,Purdue Boilermakers,
2/23/2011,Missouri Tigers,Baylor Bears,
2/23/2011,Nebraska Cornhuskers,Kansas State Wildcats,
2/23/2011,New Mexico Lobos,UNLV Rebels,
2/23/2011,Mississippi State Bulldogs,Louisiana State Tigers,
2/23/2011,Georgetown Hoyas,Cincinnati Bearcats,
2/23/2011,Maryland Terrapins,Florida State Seminoles,
2/23/2011,North Carolina State Wolfpack,North Carolina Central Eagles,
2/23/2011,Wyoming Cowboys,Air Force Falcons,
2/23/2011,San Jose State Spartans,New Mexico State Aggies,
2/24/2011,Tennessee-Martin Skyhawks,Eastern Kentucky Colonels,
2/24/2011,Kent State Golden Flashes,Buffalo Bulls,
2/24/2011,Florida Gators,Georgia Bulldogs,
2/24/2011,Connecticut Huskies,Marquette Golden Eagles,
2/24/2011,James Madison Dukes,Old Dominion Monarchs,
2/24/2011,George Mason Patriots,Northeastern Huskies,
2/24/2011,Robert Morris Colonials,Mount Saint Marys Mountaineers,
2/24/2011,Cleveland State Vikings,Wisconsin-Milwaukee Panthers,
2/24/2011,Mercer Bears,Belmont Bruins,
2/24/2011,Oral Roberts Golden Eagles,Indiana-Purdue Jaguars,
2/24/2011,Western Kentucky Hilltoppers,Florida International Panthers,
2/24/2011,Missouri-Kansas City Kangaroos,Oakland Golden Grizzlies,
2/24/2011,Pittsburgh Panthers,West Virginia Mountaineers,
2/24/2011,Northwestern Wildcats,Penn State Nittany Lions,
2/24/2011,Murray State Racers,Morehead State Eagles,
2/24/2011,Oregon Ducks,California Golden Bears,
2/24/2011,Oregon State Beavers,Stanford Cardinal,
2/24/2011,Nevada Wolf Pack,Idaho Vandals,
2/24/2011,Southern California Trojans,Arizona Wildcats,
2/24/2011,St. Mary's,Gonzaga Bulldogs,
2/24/2011,UCLA Bruins,Arizona State Sun Devils,
2/24/2011,San Diego Toreros,Portland Pilots,
2/24/2011,Santa Clara Broncos,Loyola-Marymount Lions,
2/25/2011,Hawaii Rainbow Warriors,Louisiana Tech Bulldogs,
2/25/2011,Fairfield Stags,Siena College Saints,
2/25/2011,Wright State Raiders,Detroit-Mercy Titans,
2/25/2011,Pennsylvania Quakers,Columbia Lions,
2/25/2011,Niagara Purple Eagles,Loyola-Maryland Greyhounds,
2/25/2011,Saint Peters Peacocks,Iona Gaels,
2/26/2011,Miami-Ohio Redhawks,Bowling Green State Falcons,
2/26/2011,Georgetown Hoyas,Syracuse Orange,
2/26/2011,Kansas State Wildcats,Missouri Tigers,
2/26/2011,Virginia Cavaliers,Boston College Eagles,
2/26/2011,Virginia Commonwealth Rams,James Madison Dukes,
2/26/2011,Missouri State Bears,Wichita State Shockers,
2/26/2011,Indiana State Sycamores,Southern Illinois Salukis,
2/26/2011,Louisiana State Tigers,Vanderbilt Commodores,
2/26/2011,Auburn Tigers,Arkansas Razorbacks,
2/26/2011,Iowa State Cyclones,Nebraska Cornhuskers,
2/26/2011,Oklahoma State Cowboys,Texas Tech Red Raiders,
2/26/2011,San Diego State Aztecs,Brigham Young Cougars,
2/26/2011,Villanova Wildcats,Saint Johns Red Storm,
2/26/2011,Creighton Blue Jays,Northern Iowa Panthers,
2/26/2011,Hofstra Pride,Delaware Blue Hens,
2/26/2011,Furman  Paladins,Wofford Terriers,
2/26/2011,Long Island,Central Connecticut State Blue Devils,
2/26/2011,DePaul Blue Demons,South Florida Bulls,
2/26/2011,Florida State Seminoles,Miami-Florida Hurricanes,
2/26/2011,North Carolina State Wolfpack,Georgia Tech Yellow Jackets,
2/26/2011,Cleveland State Vikings,Wisconsin-Green Bay Phoenix,
2/26/2011,Butler Bulldogs,Loyola-Chicago Ramblers,
2/26/2011,George Washington Colonials,Temple Owls,
2/26/2011,Fordham Rams,Rhode Island Rams,Post Season
2/26/2011,Texas-El Paso Miners,Memphis Tigers,
2/26/2011,Texas State Bobcats,Texas-San Antonio Roadrunners,
2/26/2011,Evansville Aces,Illinois State Redbirds,
2/26/2011,Kentucky Wildcats,Florida Gators,
2/26/2011,Oklahoma Sooners,Kansas Jayhawks,
2/26/2011,UCLA Bruins,Arizona Wildcats,
2/26/2011,Holy Cross Crusaders,Lehigh Mountain Hawks,
2/26/2011,Clemson Tigers,Wake Forest Demon Deacons,
2/26/2011,Old Dominion Monarchs,William & Mary Tribe,
2/26/2011,Mississippi Rebels,Alabama Crimson Tide,
2/26/2011,Colorado Buffaloes,Texas Longhorns,
2/26/2011,Arkansas State Red Wolves,UALR,
2/26/2011,Quinnipiac Bobcats,Farleigh Dickinson,
2/26/2011,Lafayette College Leopards,America,
2/26/2011,Minnesota Golden Gophers,Michigan Wolverines,
2/26/2011,Mercer Bears,Lipscomb Bison,
2/26/2011,Air Force Falcons,Colorado State Rams,
2/26/2011,Tennessee Volunteers,Mississippi State Bulldogs,
2/26/2011,Houston Cougars,Alabama-Birmingham Blazers,
2/26/2011,Oregon State Beavers,California Golden Bears,
2/26/2011,Oregon Ducks,Stanford Cardinal,
2/26/2011,Notre Dame Fighting Irish,Seton Hall Pirates,
2/26/2011,Illinois Fighting Illini,Iowa Hawkeyes,
2/26/2011,Georgia Bulldogs,South Carolina Gamecocks,
2/26/2011,Winthrop Eagles,Virginia Military Keydets,
2/26/2011,Southern California Trojans,Arizona State Sun Devils,
2/26/2011,California State-Long Beach 49ers,California-Santa Barbara Gauchos,
2/26/2011,Texas Christian Horned Frogs,New Mexico Lobos,
2/26/2011,Valparaiso Crusaders,Illinois-Chicago Flames,
2/26/2011,Rice University Owls,East Carolina Pirates,
2/26/2011,Eastern Washington Eagles,Montana Grizzlies,
2/26/2011,Oral Roberts Golden Eagles,Western Illinois Leathernecks,
2/26/2011,Middle Tennessee State Blue Raiders,Western Kentucky Hilltoppers,
2/26/2011,Missouri-Kansas City Kangaroos,IPFW,
2/26/2011,California-Irvine Anteaters,Pacific Tigers,
2/26/2011,Murray State Racers,Eastern Kentucky Colonels,
2/26/2011,Virginia Tech Hokies,Duke Blue Devils,
2/26/2011,Baylor Bears,Texas A&M Aggies,
2/26/2011,Southern University A&M Jaguars,Alcorn State Braves,
2/26/2011,Gonzaga Bulldogs,San Diego Toreros,
2/26/2011,UNLV Rebels,Wyoming Cowboys,
2/26/2011,Nevada Wolf Pack,Boise State Broncos,
2/26/2011,California State-Fullerton Titans,Cal Poly-Slo Mustangs,
2/26/2011,St. Mary's,Portland Pilots,
2/26/2011,Hawaii Rainbow Warriors,New Mexico State Aggies,
2/27/2011,Cincinnati Bearcats,Connecticut Huskies,
2/27/2011,Rutgers Scarlet Knights,West Virginia Mountaineers,
2/27/2011,Michigan State Spartans,Purdue Boilermakers,
2/27/2011,Dayton Flyers,Xavier Musketeers,
2/27/2011,Vermont Catamounts,Boston University Terriers,
2/27/2011,Rider Broncs,Saint Peters Peacocks,
2/27/2011,Louisville Cardinals,Pittsburgh Panthers,
2/27/2011,Hartford Hawks,New Hampshire Wildcats,
2/27/2011,Ohio State Buckeyes,Indiana Hoosiers,
2/27/2011,Marquette Golden Eagles,Providence Friars,
2/27/2011,Wisconsin Badgers,Northwestern Wildcats,
2/27/2011,Siena College Saints,Marist Red Foxes,
2/27/2011,North Carolina Central Eagles,Maryland Terrapins,
2/27/2011,Washington Huskies,Washington State Cougars,
2/28/2011,Notre Dame Fighting Irish,Villanova Wildcats,
2/28/2011,North Carolina A&T Aggies,Morgan State Bears,
2/28/2011,Texas Longhorns,Kansas State Wildcats,
2/28/2011,Arkansas-Pine Bluff Golden Lions,Jackson State Tigers,
2/28/2011,Gonzaga Bulldogs,California State-Bakersfield Roadrunners,
3/1/2011,Purdue Boilermakers,Illinois Fighting Illini,
3/1/2011,Oklahoma State Cowboys,Baylor Bears,
3/1/2011,Florida Gators,Alabama Crimson Tide,
3/1/2011,Virginia Cavaliers,North Carolina State Wolfpack,
3/1/2011,Air Force Falcons,Texas Christian Horned Frogs,
3/1/2011,Liberty University Flames,High Point Panthers,
3/1/2011,Bowling Green State Falcons,Kent State Golden Flashes,
3/1/2011,Nebraska Cornhuskers,Missouri Tigers,
3/1/2011,Kentucky Wildcats,Vanderbilt Commodores,
3/1/2011,Virginia Tech Hokies,Boston College Eagles,
3/1/2011,Penn State Nittany Lions,Ohio State Buckeyes,
3/1/2011,Wyoming Cowboys,San Diego State Aztecs,
3/2/2011,Michigan State Spartans,Iowa Hawkeyes,
3/2/2011,Florida State Seminoles,North Carolina Central Eagles,
3/2/2011,West Virginia Mountaineers,Connecticut Huskies,
3/2/2011,Miami-Florida Hurricanes,Maryland Terrapins,
3/2/2011,American Eagles,Colgate Red Raiders,
3/2/2011,Southern Mississippi Golden Eagles,Alabama-Birmingham Blazers,
3/2/2011,Central Florida Knights,Southern Methodist Mustangs,
3/2/2011,Louisville Cardinals,Providence Friars,
3/2/2011,Xavier Musketeers,North Carolina-Charlotte 49ers,
3/2/2011,Rhode Island Rams,George Washington Colonials,
3/2/2011,Western Michigan Broncos,Ball State Cardinals,
3/2/2011,Dayton Flyers,Saint Louis Billikens,
3/2/2011,Massachusetts Minutemen,Temple Owls,
3/2/2011,Holy Cross Crusaders,Lafayette College Leopards,
3/2/2011,Buffalo Bulls,Miami-Ohio Redhawks,
3/2/2011,Texas Tech Red Raiders,Oklahoma Sooners,
3/2/2011,Iowa State Cyclones,Colorado Buffaloes,
3/2/2011,Georgia Bulldogs,Louisiana State Tigers,
3/2/2011,Auburn Tigers,Mississippi Rebels,
3/2/2011,Northwestern Wildcats,Minnesota Golden Gophers,
3/2/2011,Northern Arizona Lumberjacks,Portland State Vikings,
3/2/2011,Duke Blue Devils,Clemson Tigers,
3/2/2011,Kansas Jayhawks,Texas A&M Aggies,
3/2/2011,South Florida Bulls,Pittsburgh Panthers,
3/2/2011,Colorado State Rams,Utah Utes,
3/2/2011,Arkansas Razorbacks,Mississippi State Bulldogs,
3/2/2011,Brigham Young Cougars,New Mexico Lobos,
3/2/2011,New Mexico State Aggies,Utah State Aggies,
3/3/2011,North Carolina-Asheville Bulldogs,High Point Panthers,"at Conway, SC"
3/3/2011,South Carolina Gamecocks,Tennessee Volunteers,
3/3/2011,Seton Hall Pirates,Saint Johns Red Storm,
3/3/2011,Southern Illinois Salukis,Illinois State Redbirds,"at St. Louis, MO"
3/3/2011,Coastal Carolina Chanticleers,Virginia Military Keydets,
3/3/2011,Wake Forest Demon Deacons,Georgia Tech Yellow Jackets,
3/3/2011,Washington Huskies,UCLA Bruins,
3/3/2011,Indiana Hoosiers,Wisconsin Badgers,
3/3/2011,Arizona Wildcats,Oregon State Beavers,
3/3/2011,Bradley Braves,Drake Bulldogs,"at St. Louis, MO"
3/3/2011,Idaho Vandals,Fresno State Bulldogs,
3/4/2011,Southern Illinois Salukis,Missouri State Bears,"at St. Louis, MO"
3/4/2011,Creighton Blue Jays,Northern Iowa Panthers,"at St. Louis, MO"
3/4/2011,Wright State Raiders,Horizon League 2nd Round #1Cleveland St.,"at Milwaukee, WI"
3/4/2011,Mercer Bears,Belmont Bruins,"at Macon, GA"
3/4/2011,Kent State Golden Flashes,Akron Zips,
3/4/2011,Bradley Braves,Wichita State Shockers,"at St. Louis, MO"
3/4/2011,Tennessee Tech Golden Eagles,Murray State Racers,"at Nashville, TN"
3/4/2011,Valparaiso Crusaders,Horizon League 2nd Round #2Detroit,"at Milwaukee, WI"
3/4/2011,Loyola-Marymount Lions,Portland Pilots,"at Las Vegas, NV"
3/4/2011,North Florida Ospreys,East Tennessee State Buccaneers,"at Macon, GA"
3/4/2011,Evansville Aces,Indiana State Sycamores,"at St. Louis, MO"
3/4/2011,Austin Peay State Governors,Morehead State Eagles,"at Nashville, TN"
3/4/2011,San Diego Toreros,Pepperdine Waves,"at Las Vegas, NV"
3/5/2011,Missouri Tigers,Kansas Jayhawks,
3/5/2011,West Virginia Mountaineers,Louisville Cardinals,
3/5/2011,Clemson Tigers,Virginia Tech Hokies,
3/5/2011,Richmond Spiders,Duquesne Dukes,
3/5/2011,Illinois Fighting Illini,Indiana Hoosiers,
3/5/2011,North Carolina-Wilmington Seahawks,George Mason Patriots,"at Richmond, VA"
3/5/2011,Kansas State Wildcats,Iowa State Cyclones,
3/5/2011,Texas A&M Aggies,Texas Tech Red Raiders,
3/5/2011,Alabama Crimson Tide,Georgia Bulldogs,
3/5/2011,Michigan Wolverines,Michigan State Spartans,
3/5/2011,Arizona Wildcats,Oregon Ducks,
3/5/2011,Connecticut Huskies,Notre Dame Fighting Irish,
3/5/2011,Mississippi State Bulldogs,South Carolina Gamecocks,
3/5/2011,Saint Louis Billikens,Xavier Musketeers,
3/5/2011,Cincinnati Bearcats,Georgetown Hoyas,
3/5/2011,Maryland Terrapins,Virginia Cavaliers,
3/5/2011,Saint Bonaventure Bonnies,Rhode Island Rams,
3/5/2011,Creighton Blue Jays,Missouri State Bears,"at St. Louis, MO"
3/5/2011,Drexel Dragons,Virginia Commonwealth Rams,"at Richmond, VA"
3/5/2011,Loyola,Saint Peters Peacocks,
3/5/2011,Southern Methodist Mustangs,Rice University Owls,
3/5/2011,Southeastern Louisiana Lions,Nicholls St.,
3/5/2011,Brigham Young Cougars,Wyoming Cowboys,
3/5/2011,Pittsburgh Panthers,Villanova Wildcats,
3/5/2011,Iowa Hawkeyes,Purdue Boilermakers,
3/5/2011,Coastal Carolina Chanticleers,North Carolina-Asheville Bulldogs,
3/5/2011,Utah Utes,UNLV Rebels,
3/5/2011,Memphis Tigers,Tulane Green Wave,
3/5/2011,Syracuse Orange,DePaul Blue Demons,
3/5/2011,Oklahoma Sooners,Oklahoma State Cowboys,
3/5/2011,Mississippi Rebels,Arkansas Razorbacks,
3/5/2011,Marist Red Foxes,Fairfield Stags,"at Bridgeport, CT"
3/5/2011,Wichita State Shockers,Indiana State Sycamores,"at St. Louis, MO"
3/5/2011,Washington State Cougars,UCLA Bruins,
3/5/2011,Vanderbilt Commodores,Florida Gators,
3/5/2011,North Florida Ospreys,Belmont Bruins,"at Macon, GA"
3/5/2011,Delaware Blue Hens,Old Dominion Monarchs,"at Richmond, VA"
3/5/2011,New Mexico Lobos,Air Force Falcons,
3/5/2011,Seton Hall Pirates,Marquette Golden Eagles,
3/5/2011,Louisiana State Tigers,Auburn Tigers,
3/5/2011,California Golden Bears,Stanford Cardinal,
3/5/2011,Louisiana Tech Bulldogs,Utah State Aggies,
3/5/2011,Southern Utah Thunderbirds,Oakland Golden Grizzlies,"at Sioux Falls, SD"
3/5/2011,Siena College Saints,Iona Gaels,"at Bridgeport, CT"
3/5/2011,North Carolina Central Eagles,Duke Blue Devils,
3/5/2011,Morehead State Eagles,Tennessee Tech Golden Eagles,"at Nashville, TN"
3/5/2011,Saint Johns Red Storm,South Florida Bulls,
3/5/2011,Tulsa Golden Hurricane,Southern Mississippi Golden Eagles,
3/5/2011,Wisconsin-Milwaukee Panthers,Detroit-Mercy Titans,
3/5/2011,William & Mary Tribe,Hofstra Pride,"at Richmond, VA"
3/5/2011,Northern Arizona Lumberjacks,Montana State Bobcats,
3/5/2011,Loyola-Marymount Lions,Santa Clara Broncos,"at Las Vegas, NV"
3/5/2011,Baylor Bears,Texas Longhorns,
3/5/2011,New Mexico State Aggies,Nevada Wolf Pack,
3/5/2011,North Dakota State Bison,Oral Roberts Golden Eagles,"at Sioux Falls, SD"
3/5/2011,San Diego State Aztecs,Colorado State Rams,
3/5/2011,Canisius Golden Griffins,Rider Broncs,"at Bridgeport, CT"
3/5/2011,California-Santa Barbara Gauchos,Cal Poly-Slo Mustangs,
3/5/2011,Washington Huskies,Southern California Trojans,
3/5/2011,Pepperdine Waves,San Francisco Dons,"at Las Vegas, NV"
3/6/2011,Tennessee Volunteers,Kentucky Wildcats,
3/6/2011,Virginia Commonwealth Rams,George Mason Patriots,"at Richmond, VA"
3/6/2011,Long Island,Central Connecticut State Blue Devils,
3/6/2011,Boston College Eagles,Wake Forest Demon Deacons,
3/6/2011,Minnesota Golden Gophers,Penn State Nittany Lions,
3/6/2011,Indiana State Sycamores,Missouri State Bears,"at St. Louis, MO"
3/6/2011,Fairfield Stags,Saint Peters Peacocks,"at Bridgeport, CT"
3/6/2011,Quinnipiac Bobcats,Robert Morris Colonials,
3/6/2011,Hofstra Pride,Old Dominion Monarchs,"at Richmond, VA"
3/6/2011,Georgia Tech Yellow Jackets,Miami-Florida Hurricanes,
3/6/2011,Ohio State Buckeyes,Wisconsin Badgers,
3/6/2011,Rider Broncs,Iona Gaels,"at Bridgeport, CT"
3/6/2011,Vermont Catamounts,Stony Brook Seawolves,"at Albany, NY"
3/6/2011,American Eagles,Lafayette College Leopards,
3/6/2011,Wofford Terriers,Western Carolina Catamounts,"at Chattanooga, TN"
3/6/2011,North Carolina State Wolfpack,Florida State Seminoles,
3/6/2011,South Dakota State Jackrabbits,IPFW,"at Sioux Falls, SD"
3/6/2011,Bucknell Bison,Lehigh Mountain Hawks,
3/6/2011,Hartford Hawks,Boston University Terriers,"at Albany, NY"
3/6/2011,Santa Clara Broncos,St. Mary's,"at Las Vegas, NV"
3/6/2011,College of Charleston Cougars,Furman  Paladins,"at Chattanooga, TN"
3/6/2011,Missouri-Kansas City Kangaroos,Indiana-Purdue Jaguars,"at Sioux Falls, SD)"
3/6/2011,San Francisco Dons,Gonzaga Bulldogs,"at Las Vegas, NV"
3/7/2011,Old Dominion Monarchs,Virginia Commonwealth Rams,"at Richmond, VA"
3/7/2011,Iona Gaels,Saint Peters Peacocks,"at Bridgeport, CT"
3/7/2011,North Texas Mean Green Eagles,Western Kentucky Hilltoppers,"at Hot Springs, AR"
3/7/2011,South Dakota State Jackrabbits,Oakland Golden Grizzlies,"at Sioux Falls, SD"
3/7/2011,Gonzaga Bulldogs,St. Mary's,"at Las Vegas, NV"
3/7/2011,College of Charleston Cougars,Wofford Terriers,"at Chattanooga, TN"
3/7/2011,UALR,Middle Tennessee State Blue Raiders,"at Hot Springs, AR"
3/7/2011,Indiana-Purdue Jaguars,Oral Roberts Golden Eagles,"at Sioux Falls, SD"
3/8/2011,DePaul Blue Demons,Connecticut Huskies,"at New York, NY"
3/8/2011,Rutgers Scarlet Knights,Seton Hall Pirates,"at New York, NY"
3/8/2011,Saint Bonaventure Bonnies,La Salle Explorers,
3/8/2011,Weber State Wildcats,Montana Grizzlies,"at Greeley, CO"
3/8/2011,UALR,North Texas Mean Green Eagles,"at Hot Springs, AR"
3/8/2011,South Florida Bulls,Villanova Wildcats,"at New York, NY"
3/8/2011,George Washington Colonials,Saint Josephs-Pennsylvania Hawks,
3/8/2011,Wisconsin-Milwaukee Panthers,Butler Bulldogs,
3/8/2011,Oral Roberts Golden Eagles,Oakland Golden Grizzlies,"at Sioux Falls, SD"
3/8/2011,Providence Friars,Marquette Golden Eagles,"at New York, NY"
3/8/2011,Northern Colorado Bears,Northern Arizona Lumberjacks,"at Greeley, CO"
3/8/2011,Massachusetts Minutemen,Dayton Flyers,
3/9/2011,Connecticut Huskies,Georgetown Hoyas,"at New York, NY"
3/9/2011,Oklahoma State Cowboys,Nebraska Cornhuskers,"at Kansas City, MO"
3/9/2011,Rutgers Scarlet Knights,Saint Johns Red Storm,"at New York, NY"
3/9/2011,Iowa State Cyclones,Colorado Buffaloes,"at Kansas City, MO"
3/9/2011,Texas Christian Horned Frogs,Wyoming Cowboys,"at Las Vegas, NV"
3/9/2011,South Florida Bulls,Cincinnati Bearcats,"at New York, NY"
3/9/2011,Long Island,Robert Morris Colonials,
3/9/2011,Oklahoma Sooners,Baylor Bears,"at Kansas City, MO"
3/9/2011,Marquette Golden Eagles,West Virginia Mountaineers,"at New York, NY"
3/9/2011,Northern Colorado Bears,Montana Grizzlies,"at Greeley, CO"
3/9/2011,Oregon State Beavers,Stanford Cardinal,"at Los Angeles, CA"
3/9/2011,Texas Tech Red Raiders,Missouri Tigers,"at Kansas City, MO"
3/9/2011,Arizona State Sun Devils,Oregon Ducks,"at Los Angeles, CA"
3/10/2011,Connecticut Huskies,Pittsburgh Panthers,"at New York, NY"
3/10/2011,Bowling Green State Falcons,Western Michigan Broncos,"at Cleveland, OH"
3/10/2011,Miami,Virginia Cavaliers,
3/10/2011,Oklahoma State Cowboys,Kansas Jayhawks,"at Kansas City, MO"
3/10/2011,East Carolina Pirates,Alabama-Birmingham Blazers,"at El Paso, TX"
3/10/2011,Georgia Bulldogs,Auburn Tigers,"at Atlanta, GA"
3/10/2011,Saint Johns Red Storm,Syracuse Orange,"at New York, NY"
3/10/2011,Wake Forest Demon Deacons,Boston College Eagles,"at Greensboro, NC"
3/10/2011,Minnesota Golden Gophers,Northwestern Wildcats,"at Indianapolis, IN"
3/10/2011,Akron Zips,Miami-Ohio Redhawks,"at Cleveland, OH"
3/10/2011,California Golden Bears,Southern California Trojans,"at Los Angeles, CA"
3/10/2011,San Jose State Spartans,Idaho Vandals,"at Las Vegas, NV"
3/10/2011,Texas Christian Horned Frogs,Brigham Young Cougars,"at Las Vegas, NV"
3/10/2011,Colorado Buffaloes,Kansas State Wildcats,"at Kansas City, MO"
3/10/2011,Southern Mississippi Golden Eagles,Memphis Tigers,"at El Paso, TX"
3/10/2011,Mississippi Rebels,South Carolina Gamecocks,"at Atlanta, GA"
3/10/2011,Iowa Hawkeyes,Michigan State Spartans,"at Indianapolis, IN"
3/10/2011,Nevada Wolf Pack,New Mexico State Aggies,"at Las Vegas, NV"
3/10/2011,Oregon State Beavers,Arizona Wildcats,"at Los Angeles, CA"
3/10/2011,New Mexico Lobos,Colorado State Rams,"at Las Vegas, NV"
3/10/2011,Cincinnati Bearcats,Notre Dame Fighting Irish,"at New York, NY"
3/10/2011,North Carolina State Wolfpack,Maryland Terrapins,"at Greensboro, NC"
3/10/2011,Buffalo Bulls,Kent State Golden Flashes,"at Cleveland, OH"
3/10/2011,Oklahoma Sooners,Texas Longhorns,"at Kansas City, MO"
3/10/2011,Sam Houston State Bearkats,Texas-San Antonio Roadrunners,"at Katy, TX"
3/10/2011,Marshall Thundering Herd,Texas-El Paso Miners,"at El Paso, TX"
3/10/2011,Indiana Hoosiers,Penn State Nittany Lions,"at Indianapolis, IN"
3/10/2011,Arkansas Razorbacks,Tennessee Volunteers,"at Atlanta, GA"
3/10/2011,Marquette Golden Eagles,Louisville Cardinals,"at New York, NY"
3/10/2011,Oregon Ducks,UCLA Bruins,"at Los Angeles, CA"
3/10/2011,Utah Utes,San Diego State Aztecs,"at Las Vegas, NV"
3/10/2011,Georgia Tech Yellow Jackets,Virginia Tech Hokies,"at Greensboro, NC"
3/10/2011,Missouri Tigers,Texas A&M Aggies,"at Kansas City, MO"
3/10/2011,Ohio Bobcats,Ball State Cardinals,"at Cleveland, OH"
3/10/2011,Texas State Bobcats,McNeese St.,"at Katy, TX"
3/10/2011,Rice University Owls,Tulsa Golden Hurricane,"at El Paso, TX"
3/10/2011,Vanderbilt Commodores,Louisiana State Tigers,"at Atlanta, GA"
3/10/2011,Washington State Cougars,Washington Huskies,"at Los Angeles, CA"
3/10/2011,Air Force Falcons,UNLV Rebels,"at Las Vegas, NV"
3/11/2011,Northwestern Wildcats,Ohio State Buckeyes,"at Indianapolis, IN"
3/11/2011,Miami,North Carolina Central Eagles,
3/11/2011,Dayton Flyers,Xavier Musketeers,"at Atlantic City, NJ"
3/11/2011,Georgia Bulldogs,Alabama Crimson Tide,"at Atlanta, GA"
3/11/2011,Michigan Wolverines,Illinois Fighting Illini,"at Indianapolis, IN"
3/11/2011,Boston College Eagles,Clemson Tigers,"at Greensboro, NC"
3/11/2011,Saint Josephs-Pennsylvania Hawks,Duquesne Dukes,"at Atlantic City, NJ"
3/11/2011,Mississippi Rebels,Kentucky Wildcats,"at Atlanta, GA"
3/11/2011,Tulsa Golden Hurricane,Texas-El Paso Miners,"at El Paso, TX"
3/11/2011,Bucknell Bison,Lafayette College Leopards,
3/11/2011,East Carolina Pirates,Memphis Tigers,"at El Paso, TX"
3/11/2011,Michigan State Spartans,Purdue Boilermakers,"at Indianapolis, IN"
3/11/2011,La Salle Explorers,Temple Owls,"at Atlantic City, NJ"
3/11/2011,Syracuse Orange,Connecticut Huskies,"at New York, NY"
3/11/2011,Maryland Terrapins,Duke Blue Devils,"at Greensboro, NC"
3/11/2011,Akron Zips,Western Michigan Broncos,"at Cleveland, OH"
3/11/2011,Colorado Buffaloes,Kansas Jayhawks,"at Kansas City, MO"
3/11/2011,Tennessee Volunteers,Florida Gators,"at Atlanta, GA"
3/11/2011,Louisville Cardinals,Notre Dame Fighting Irish,"at New York, NY"
3/11/2011,Virginia Tech Hokies,Florida State Seminoles,"at Greensboro, NC"
